start_time,end_time,instrument,note,start_beat,end_beat,note_value
28638,37854,41,76,0.0,0.5,Eighth
37854,46046,41,77,0.5,0.5,Dotted Quarter
46046,51678,41,78,1.0,0.5,Eighth
51678,58334,41,79,1.5,0.5,Eighth
58334,64990,41,81,2.0,0.5,Eighth
64990,74718,41,79,2.5,0.5,Eighth
74718,84958,41,77,3.0,0.5,Eighth
84958,93149,41,74,3.5,0.5,Eighth
93149,100318,41,64,4.0,0.3,Triplet
93149,100318,43,57,4.0,0.3,Triplet
93149,100318,41,72,4.0,0.3,Triplet
93149,100318,42,60,4.0,0.3,Triplet
115165,121310,41,64,5.0,0.3,Triplet
115165,121310,42,60,5.0,0.3,Triplet
115165,121310,43,57,5.0,0.3,Triplet
115165,121310,41,72,5.0,0.3,Triplet
127966,133086,42,60,6.0,0.3,Triplet
127966,133086,43,57,6.0,0.3,Triplet
127966,133086,41,64,6.0,0.3,Triplet
127966,133086,41,72,6.0,0.3,Triplet
147934,152030,41,77,7.0,0.3,Triplet
147934,152030,41,62,7.0,0.3,Triplet
147934,152030,42,60,7.0,0.3,Triplet
147934,152030,43,50,7.0,0.3,Triplet
165342,168414,41,77,8.0,0.3,Triplet
165342,168414,41,62,8.0,0.3,Triplet
165342,168414,42,60,8.0,0.3,Triplet
165342,168414,43,50,8.0,0.3,Triplet
180190,184798,41,77,9.0,0.3,Triplet
180190,184798,41,62,9.0,0.3,Triplet
180190,184798,43,50,9.0,0.3,Triplet
180190,184798,42,60,9.0,0.3,Triplet
195037,211934,42,59,10.0,1.0,Quarter
195037,211934,43,55,10.0,1.0,Quarter
195037,211934,41,65,10.0,1.0,Quarter
195037,211934,41,62,10.0,1.0,Quarter
231902,238046,42,59,12.0,0.45,Eighth
231902,238046,43,47,12.0,0.45,Eighth
231902,238046,41,59,12.0,0.45,Eighth
238558,246238,43,43,12.5,0.45,Eighth
238558,246238,42,55,12.5,0.45,Eighth
238558,246238,41,55,12.5,0.45,Eighth
247262,254942,43,48,13.0,0.45,Eighth
247262,254942,42,60,13.0,0.45,Eighth
247262,254942,41,60,13.0,0.45,Eighth
255966,263646,41,55,13.5,0.45,Eighth
255966,263646,43,43,13.5,0.45,Eighth
255966,263646,42,55,13.5,0.45,Eighth
264670,270302,41,62,14.0,0.45,Eighth
264670,270302,43,50,14.0,0.45,Eighth
264670,270302,42,62,14.0,0.45,Eighth
271326,278494,41,55,14.5,0.45,Eighth
271326,278494,42,55,14.5,0.45,Eighth
271326,278494,43,43,14.5,0.45,Eighth
278494,286174,41,64,15.0,0.45,Eighth
278494,286174,43,52,15.0,0.45,Eighth
278494,286174,42,64,15.0,0.45,Eighth
286686,295902,43,43,15.5,0.45,Eighth
286686,295902,41,55,15.5,0.45,Eighth
286686,295902,42,55,15.5,0.45,Eighth
296926,315358,41,65,16.0,0.9,Quarter
296926,315358,41,62,16.0,0.9,Quarter
296926,315358,42,65,16.0,0.9,Quarter
296926,315358,43,55,16.0,0.9,Quarter
338398,344542,41,71,18.0,0.5,Eighth
338398,349662,41,65,18.0,0.8,Dotted Eighth
344542,352734,41,67,18.5,0.5,Eighth
352734,365534,41,64,19.0,0.8,Dotted Eighth
352734,359390,41,72,19.0,0.5,Eighth
359390,368094,41,67,19.5,0.5,Eighth
368094,379870,41,62,20.0,0.8,Dotted Eighth
368094,373214,41,74,20.0,0.5,Eighth
373214,383966,41,67,20.5,0.5,Eighth
383966,397278,41,60,21.0,0.8,Dotted Eighth
383966,391646,41,76,21.0,0.5,Eighth
391646,401374,41,67,21.5,0.5,Eighth
401374,432606,41,59,22.0,2.0,Half
401374,410590,41,79,22.0,0.5,Eighth
410590,415198,41,78,22.5,0.5,Eighth
415198,423389,41,77,23.0,0.5,Eighth
423389,432606,41,74,23.5,0.5,Eighth
432606,442334,41,76,24.0,0.5,Eighth
432606,451550,41,60,24.0,1.0,Quarter
442334,451550,41,72,24.5,0.5,Eighth
451550,461278,41,76,25.0,0.5,Eighth
451550,465374,41,64,25.0,0.8,Dotted Eighth
461278,468958,41,75,25.5,0.5,Eighth
468958,477150,41,74,26.0,0.5,Eighth
468958,482270,41,80,26.0,0.8,Dotted Eighth
477150,485854,41,71,26.5,0.5,Eighth
485854,497630,41,81,27.0,0.8,Dotted Eighth
485854,493534,41,72,27.0,0.5,Eighth
493534,501725,41,69,27.5,0.5,Eighth
501725,510942,42,62,28.0,0.5,Eighth
501725,515549,41,62,28.0,0.8,Dotted Eighth
510942,519646,42,61,28.5,0.5,Eighth
519646,524254,41,69,29.0,0.5,Eighth
519646,528350,41,78,29.0,0.8,Dotted Eighth
519646,524254,42,60,29.0,0.5,Eighth
524254,532446,42,57,29.5,0.5,Eighth
524254,532446,41,72,29.5,0.5,Eighth
532446,547294,41,71,30.0,1.0,Quarter
532446,537566,42,59,30.0,0.5,Eighth
532446,543710,41,79,30.0,0.8,Dotted Eighth
