start_time,end_time,instrument,note,start_beat,end_beat,note_value
91102,100829,43,60,2.5,0.5,Eighth
100829,122845,43,60,3.0,0.5,Eighth
122845,136158,43,55,3.5,0.5,Eighth
136158,144350,43,52,4.0,0.5,Eighth
144350,158686,43,48,4.5,0.5,Eighth
158686,166878,43,43,5.0,0.5,Eighth
166878,177630,43,40,5.5,0.5,Eighth
177630,188382,43,36,6.0,0.5,Eighth
188382,197086,43,60,6.5,0.5,Eighth
197086,208349,43,62,7.0,0.5,Eighth
208349,217566,43,60,7.5,0.5,Eighth
217566,228830,43,59,8.0,0.5,Eighth
228830,240094,43,60,8.5,0.5,Eighth
240094,257502,43,62,9.0,0.5,Eighth
257502,267230,43,59,9.5,0.5,Eighth
267230,279518,43,55,10.0,0.5,Eighth
279518,289246,43,50,10.5,0.5,Eighth
289246,298462,43,47,11.0,0.5,Eighth
298462,309726,43,43,11.5,0.5,Eighth
309726,320990,43,41,12.0,0.5,Eighth
320990,334814,43,62,12.5,0.5,Eighth
334814,346590,43,60,13.0,0.5,Eighth
346590,355806,43,59,13.5,0.5,Eighth
355806,365022,43,57,14.0,0.5,Eighth
365022,378334,43,55,14.5,0.5,Eighth
378334,388574,43,60,15.0,0.5,Eighth
388574,398814,43,59,15.5,0.5,Eighth
398814,410590,43,57,16.0,0.5,Eighth
410590,419294,43,55,16.5,0.5,Eighth
419294,431070,43,53,17.0,0.5,Eighth
431070,442845,43,52,17.5,0.5,Eighth
442845,453086,43,53,18.0,0.5,Eighth
453086,462302,43,50,18.5,0.5,Eighth
462302,472030,43,43,19.0,0.5,Eighth
472030,483294,43,57,19.5,0.5,Eighth
483294,492510,43,55,20.0,0.5,Eighth
492510,501214,43,53,20.5,0.5,Eighth
501214,509918,43,52,21.0,0.5,Eighth
509918,519646,43,50,21.5,0.5,Eighth
519646,530398,43,48,22.0,0.5,Eighth
530398,542174,43,47,22.5,0.5,Eighth
542174,553950,43,48,23.0,0.5,Eighth
553950,566750,43,43,23.5,0.5,Eighth
566750,602590,43,36,24.0,1.5,Dotted Quarter
602590,608222,43,48,25.5,0.25,Sixteenth
608222,614366,43,50,25.75,0.25,Sixteenth
614366,625630,43,52,26.0,0.5,Eighth
625630,638942,43,54,26.5,0.5,Eighth
638942,649694,43,47,27.0,0.5,Eighth
649694,659934,43,50,27.5,0.5,Eighth
659934,670174,43,55,28.0,0.5,Eighth
670174,681950,43,57,28.5,0.5,Eighth
681950,691678,43,59,29.0,0.5,Eighth
691678,700382,43,60,29.5,0.5,Eighth
700382,710110,43,56,30.0,0.5,Eighth
710110,721374,43,62,30.5,0.5,Eighth
721374,732126,43,52,31.0,0.5,Eighth
732126,742366,43,62,31.5,0.5,Eighth
742366,751069,43,60,32.0,0.5,Eighth
751069,759773,43,59,32.5,0.5,Eighth
759773,770014,43,60,33.0,0.5,Eighth
770014,781278,43,59,33.5,0.5,Eighth
781278,791006,43,57,34.0,0.5,Eighth
791006,800222,43,56,34.5,0.5,Eighth
800222,809949,43,57,35.0,0.5,Eighth
809949,821213,43,52,35.5,0.5,Eighth
821213,831454,43,48,36.0,0.5,Eighth
831454,841694,43,50,36.5,0.5,Eighth
841694,851422,43,52,37.0,0.5,Eighth
851422,860125,43,48,37.5,0.5,Eighth
860125,872414,43,45,38.0,0.5,Eighth
872414,883678,43,43,38.5,0.5,Eighth
883678,894430,43,42,39.0,0.5,Eighth
894430,903134,43,45,39.5,0.5,Eighth
903134,911326,43,50,40.0,0.5,Eighth
911326,921566,43,52,40.5,0.5,Eighth
921566,936414,43,54,41.0,0.5,Eighth
936414,945118,43,55,41.5,0.5,Eighth
945118,956894,43,57,42.0,0.5,Eighth
956894,967646,43,54,42.5,0.5,Eighth
967646,976862,43,50,43.0,0.5,Eighth
976862,986590,43,60,43.5,0.5,Eighth
986590,995806,43,59,44.0,0.5,Eighth
995806,1007582,43,57,44.5,0.5,Eighth
