start_time,end_time,instrument,note,start_beat,end_beat,note_value
1502,35294,1,64,0.0,0.25,Sixteenth
35294,42462,1,67,0.25,0.25,Sixteenth
42462,51678,1,71,0.5,0.25,Sixteenth
51678,59358,1,76,0.75,0.25,Sixteenth
59358,66526,1,75,1.0,0.25,Sixteenth
66526,72670,1,76,1.25,0.25,Sixteenth
72670,80862,1,74,1.5,0.25,Sixteenth
80862,88030,1,76,1.75,0.25,Sixteenth
88030,94173,1,73,2.0,0.25,Sixteenth
94173,101854,1,76,2.25,0.25,Sixteenth
101854,109534,1,72,2.5,0.25,Sixteenth
109534,117726,1,76,2.75,0.25,Sixteenth
117726,126430,1,71,3.0,0.25,Sixteenth
126430,134622,1,76,3.25,0.25,Sixteenth
134622,143326,1,75,3.5,0.25,Sixteenth
143326,148958,1,76,3.75,0.25,Sixteenth
148958,156126,1,70,4.0,0.25,Sixteenth
156126,162270,1,73,4.25,0.25,Sixteenth
162270,168926,1,67,4.5,0.25,Sixteenth
168926,175582,1,66,4.75,0.25,Sixteenth
175582,184286,1,67,5.0,0.25,Sixteenth
184286,192990,1,69,5.25,0.25,Sixteenth
192990,200158,1,66,5.5,0.25,Sixteenth
200158,208862,1,64,5.75,0.25,Sixteenth
208862,222174,1,62,6.0,0.5,Eighth
208862,212958,1,47,6.0,0.25,Sixteenth
212958,222174,1,50,6.25,0.25,Sixteenth
222174,228830,1,54,6.5,0.25,Sixteenth
222174,236510,1,71,6.5,0.5,Eighth
228830,236510,1,59,6.75,0.25,Sixteenth
236510,242654,1,58,7.0,0.25,Sixteenth
242654,250846,1,78,7.25,0.25,Sixteenth
242654,250846,1,59,7.25,0.25,Sixteenth
250846,256990,1,79,7.5,0.25,Sixteenth
250846,256990,1,57,7.5,0.25,Sixteenth
256990,265182,1,78,7.75,0.25,Sixteenth
256990,265182,1,59,7.75,0.25,Sixteenth
265182,271326,1,56,8.0,0.25,Sixteenth
265182,271326,1,76,8.0,0.25,Sixteenth
271326,279518,1,59,8.25,0.25,Sixteenth
271326,279518,1,74,8.25,0.25,Sixteenth
279518,288222,1,73,8.5,0.25,Sixteenth
279518,288222,1,55,8.5,0.25,Sixteenth
288222,296926,1,59,8.75,0.25,Sixteenth
288222,296926,1,76,8.75,0.25,Sixteenth
296926,302558,1,54,9.0,0.25,Sixteenth
296926,333278,1,74,9.0,1.25,Tied Quarter-Sixteenth
302558,311262,1,59,9.25,0.25,Sixteenth
311262,316894,1,58,9.5,0.25,Sixteenth
316894,325086,1,59,9.75,0.25,Sixteenth
325086,333278,1,53,10.0,0.25,Sixteenth
333278,339422,1,73,10.25,0.25,Sixteenth
333278,339422,1,56,10.25,0.25,Sixteenth
339422,346590,1,71,10.5,0.25,Sixteenth
339422,346590,1,50,10.5,0.25,Sixteenth
346590,350686,1,70,10.75,0.25,Sixteenth
346590,350686,1,49,10.75,0.25,Sixteenth
350686,359902,1,71,11.0,0.25,Sixteenth
350686,359902,1,50,11.0,0.25,Sixteenth
359902,368094,1,73,11.25,0.25,Sixteenth
359902,368094,1,53,11.25,0.25,Sixteenth
368094,375262,1,70,11.5,0.25,Sixteenth
368094,375262,1,49,11.5,0.25,Sixteenth
375262,383966,1,71,11.75,0.25,Sixteenth
375262,383966,1,47,11.75,0.25,Sixteenth
383966,392158,1,73,12.0,0.25,Sixteenth
383966,401374,1,46,12.0,0.5,Eighth
392158,401374,1,66,12.25,0.25,Sixteenth
401374,416222,1,54,12.5,0.5,Eighth
401374,408030,1,70,12.5,0.25,Sixteenth
408030,416222,1,73,12.75,0.25,Sixteenth
416222,422878,1,76,13.0,0.25,Sixteenth
422878,430046,1,70,13.25,0.25,Sixteenth
422878,430046,1,66,13.25,0.25,Sixteenth
430046,435678,1,73,13.5,0.25,Sixteenth
430046,435678,1,67,13.5,0.25,Sixteenth
435678,442334,1,76,13.75,0.25,Sixteenth
435678,442334,1,66,13.75,0.25,Sixteenth
442334,450014,1,79,14.0,0.25,Sixteenth
442334,450014,1,64,14.0,0.25,Sixteenth
450014,456158,1,78,14.25,0.25,Sixteenth
450014,456158,1,62,14.25,0.25,Sixteenth
456158,465886,1,76,14.5,0.25,Sixteenth
456158,465886,1,61,14.5,0.25,Sixteenth
465886,472542,1,79,14.75,0.25,Sixteenth
465886,472542,1,64,14.75,0.25,Sixteenth
472542,480222,1,78,15.0,0.25,Sixteenth
472542,508894,1,62,15.0,1.25,Tied Quarter-Sixteenth
480222,488926,1,76,15.25,0.25,Sixteenth
488926,494557,1,74,15.5,0.25,Sixteenth
494557,502238,1,73,15.75,0.25,Sixteenth
502238,508894,1,71,16.0,0.25,Sixteenth
508894,515549,1,70,16.25,0.25,Sixteenth
508894,515549,1,61,16.25,0.25,Sixteenth
515549,524254,1,68,16.5,0.25,Sixteenth
515549,524254,1,59,16.5,0.25,Sixteenth
524254,530398,1,66,16.75,0.25,Sixteenth
524254,530398,1,58,16.75,0.25,Sixteenth
530398,538590,1,59,17.0,0.25,Sixteenth
530398,568798,1,74,17.0,1.25,Tied Quarter-Sixteenth
538590,545758,1,61,17.25,0.25,Sixteenth
545758,552414,1,57,17.5,0.25,Sixteenth
552414,562142,1,59,17.75,0.25,Sixteenth
562142,575966,1,44,18.0,0.5,Eighth
568798,575966,1,64,18.25,0.25,Sixteenth
575966,591326,1,52,18.5,0.5,Eighth
575966,584670,1,68,18.5,0.25,Sixteenth
584670,591326,1,71,18.75,0.25,Sixteenth
591326,596958,1,74,19.0,0.25,Sixteenth
596958,604126,1,68,19.25,0.25,Sixteenth
596958,604126,1,64,19.25,0.25,Sixteenth
604126,611806,1,71,19.5,0.25,Sixteenth
604126,611806,1,65,19.5,0.25,Sixteenth
