start_time,end_time,instrument,note,start_beat,end_beat,note_value
26589,218077,71,58,12.0,4.0,Whole
26589,69086,71,51,12.0,1.0,Quarter
26589,190430,72,70,12.0,3.490625,Dotted Half
48094,68574,61,63,12.5,0.490625,Eighth
48094,68574,72,67,12.5,0.490625,Eighth
48094,68574,61,51,12.5,0.490625,Eighth
69086,91102,61,63,13.0,0.490625,Eighth
69086,91102,61,51,13.0,0.490625,Eighth
69086,91102,72,67,13.0,0.490625,Eighth
91102,116190,61,51,13.5,0.490625,Eighth
91102,116190,72,67,13.5,0.490625,Eighth
91102,116190,61,63,13.5,0.490625,Eighth
116190,164318,71,51,14.0,1.0,Quarter
137694,163806,61,63,14.5,0.490625,Eighth
137694,163806,72,67,14.5,0.490625,Eighth
137694,163806,61,51,14.5,0.490625,Eighth
164318,190430,61,63,15.0,0.490625,Eighth
164318,190430,72,67,15.0,0.490625,Eighth
164318,190430,61,51,15.0,0.490625,Eighth
190942,218077,61,51,15.5,0.5,Eighth
190942,217566,72,75,15.5,0.490625,Eighth
190942,218077,61,63,15.5,0.5,Eighth
190942,218077,72,67,15.5,0.5,Eighth
218077,409566,61,51,16.0,4.0,Whole
218077,409566,71,60,16.0,4.0,Whole
218077,246238,72,75,16.0,0.490625,Eighth
246749,270814,72,79,16.5,0.490625,Eighth
246749,271326,72,68,16.5,0.5,Eighth
246749,270814,61,65,16.5,0.490625,Eighth
260574,270814,72,77,16.75,0.240625,Sixteenth
271326,298974,61,65,17.0,0.490625,Eighth
271326,299486,72,68,17.0,0.5,Eighth
271326,340958,72,77,17.0,1.490625,Dotted Quarter
299486,317406,61,65,17.5,0.490625,Eighth
299486,317406,72,68,17.5,0.490625,Eighth
317918,340958,72,67,18.0,0.490625,Eighth
317918,365022,71,51,18.0,0.990625,Quarter
317918,340958,61,64,18.0,0.490625,Eighth
341470,365022,72,68,18.5,0.490625,Eighth
341470,365022,61,65,18.5,0.490625,Eighth
365534,386526,61,64,19.0,0.490625,Eighth
365534,386526,72,67,19.0,0.490625,Eighth
387037,409054,72,68,19.5,0.490625,Eighth
387037,409054,61,65,19.5,0.490625,Eighth
409566,789470,71,58,20.0,8.0,Unknown
409566,580062,72,70,20.0,3.490625,Dotted Half
433117,458205,72,68,20.5,0.490625,Eighth
433117,458205,61,50,20.5,0.490625,Eighth
433117,458205,61,65,20.5,0.490625,Eighth
458205,481758,72,68,21.0,0.490625,Eighth
458205,481758,61,50,21.0,0.490625,Eighth
458205,481758,61,65,21.0,0.490625,Eighth
481758,505821,72,68,21.5,0.490625,Eighth
481758,505821,61,65,21.5,0.490625,Eighth
481758,505821,61,50,21.5,0.490625,Eighth
505821,554974,71,50,22.0,0.990625,Quarter
529886,554974,61,65,22.5,0.490625,Eighth
529886,554974,61,50,22.5,0.490625,Eighth
529886,554974,72,68,22.5,0.490625,Eighth
555486,580062,61,65,23.0,0.490625,Eighth
555486,580062,61,50,23.0,0.490625,Eighth
555486,580062,72,68,23.0,0.490625,Eighth
580574,602590,72,77,23.5,0.490625,Eighth
580574,603102,72,68,23.5,0.5,Eighth
580574,602590,61,50,23.5,0.490625,Eighth
580574,602590,61,65,23.5,0.490625,Eighth
603102,626142,72,77,24.0,0.490625,Eighth
603102,789470,61,51,24.0,4.0,Whole
626654,650206,72,80,24.5,0.490625,Eighth
626654,650206,61,63,24.5,0.490625,Eighth
626654,650718,72,67,24.5,0.5,Eighth
637406,650206,72,79,24.75,0.240625,Sixteenth
650718,718814,72,79,25.0,1.490625,Dotted Quarter
650718,673246,72,67,25.0,0.5,Eighth
650718,673246,61,63,25.0,0.490625,Eighth
673246,693214,72,67,25.5,0.490625,Eighth
673246,693214,61,63,25.5,0.490625,Eighth
693726,718814,72,66,26.0,0.490625,Eighth
693726,718814,61,62,26.0,0.490625,Eighth
693726,741854,71,51,26.0,0.990625,Quarter
719326,741854,72,67,26.5,0.490625,Eighth
719326,741854,61,63,26.5,0.490625,Eighth
742366,766430,61,62,27.0,0.490625,Eighth
742366,766430,72,66,27.0,0.490625,Eighth
