start_time,end_time,instrument,note,start_beat,end_beat,note_value
3038,114142,1,67,2.0,0.989583333333,Quarter
114654,145374,41,65,3.0,0.989583333333,Quarter
114654,145374,1,46,3.0,0.989583333333,Quarter
114654,168414,1,68,3.0,1.73958333333,Dotted Quarter
145374,177630,41,62,4.0,0.989583333333,Quarter
145374,177630,1,58,4.0,0.989583333333,Quarter
168414,177630,1,65,4.75,0.239583333333,Sixteenth
178142,203230,1,70,5.0,0.739583333333,Dotted Eighth
178142,209886,1,56,5.0,0.989583333333,Quarter
178142,244701,41,58,5.0,1.98958333333,Half
203230,209886,1,62,5.75,0.239583333333,Sixteenth
209886,275934,1,63,6.0,1.98958333333,Half
209886,244701,1,55,6.0,0.989583333333,Quarter
245214,275934,1,51,7.0,0.989583333333,Quarter
245214,275934,41,55,7.0,0.989583333333,Quarter
276446,291294,1,65,8.0,0.489583333333,Eighth
276446,305630,1,50,8.0,0.989583333333,Quarter
276446,339934,41,58,8.0,1.98958333333,Half
291806,297950,1,68,8.5,0.239583333333,Sixteenth
298462,305630,1,67,8.75,0.239583333333,Sixteenth
306142,339934,1,51,9.0,0.989583333333,Quarter
306142,372702,1,67,9.0,1.98958333333,Half
340958,372702,1,49,10.0,0.989583333333,Quarter
340958,372702,41,63,10.0,0.989583333333,Quarter
372702,390110,41,63,11.0,0.5,Eighth
372702,389598,1,48,11.0,0.489583333333,Eighth
372702,380382,1,68,11.0,0.239583333333,Sixteenth
376286,384478,1,70,11.125,0.239583333333,Sixteenth
380382,389598,1,68,11.25,0.239583333333,Sixteenth
385501,393694,1,70,11.375,0.239583333333,Sixteenth
390110,397790,1,72,11.5,0.239583333333,Sixteenth
390110,407006,1,44,11.5,0.489583333333,Eighth
390110,398302,41,68,11.5,0.25,Sixteenth
398302,407006,1,70,11.75,0.239583333333,Sixteenth
398302,407006,41,67,11.75,0.239583333333,Sixteenth
407518,470494,1,70,12.0,1.98958333333,Half
407518,440286,1,51,12.0,0.989583333333,Quarter
407518,440286,41,67,12.0,0.989583333333,Quarter
440798,470494,41,63,13.0,0.989583333333,Quarter
440798,470494,1,55,13.0,0.989583333333,Quarter
471006,504286,41,67,14.0,0.989583333333,Quarter
471006,504286,1,51,14.0,0.989583333333,Quarter
471006,479197,1,75,14.0,0.239583333333,Sixteenth
479197,488414,1,74,14.25,0.239583333333,Sixteenth
488414,496606,1,72,14.5,0.239583333333,Sixteenth
497118,504286,1,70,14.75,0.239583333333,Sixteenth
505310,571870,1,70,15.0,1.98958333333,Half
505310,539102,1,50,15.0,0.989583333333,Quarter
505310,539102,41,65,15.0,0.989583333333,Quarter
539102,571870,1,46,16.0,0.989583333333,Quarter
539102,571870,41,62,16.0,0.989583333333,Quarter
572382,605662,1,47,17.0,0.989583333333,Quarter
572382,581598,1,70,17.0,0.239583333333,Sixteenth
572382,623582,41,65,17.0,1.5,Dotted Quarter
576478,589790,1,68,17.125,0.364583333333,Dotted Sixteenth
589790,597470,1,67,17.5,0.239583333333,Sixteenth
597470,605662,1,68,17.75,0.239583333333,Sixteenth
606174,640478,1,48,18.0,0.989583333333,Quarter
606174,612830,1,67,18.0,0.239583333333,Sixteenth
609758,616926,1,68,18.125,0.239583333333,Sixteenth
613342,622558,1,70,18.25,0.239583333333,Sixteenth
617438,640478,1,68,18.375,0.614583333333,Eighth
623582,640990,41,62,18.5,0.5,Eighth
640990,678878,1,36,19.0,0.989583333333,Quarter
640990,678878,1,67,19.0,0.989583333333,Quarter
640990,678878,41,63,19.0,0.989583333333,Quarter
679390,689630,1,65,20.0,0.15625,Triplet Sixteenth
679390,743902,41,63,20.0,1.48958333333,Dotted Quarter
679390,743902,41,60,20.0,1.48958333333,Dotted Quarter
679390,724958,1,44,20.0,0.989583333333,Quarter
679390,724958,1,53,20.0,0.989583333333,Quarter
683486,693726,1,67,20.0833333333,0.15625,Triplet Sixteenth
689630,696798,1,65,20.1666666667,0.15625,Triplet Sixteenth
694238,705502,1,64,20.25,0.239583333333,Sixteenth
698846,710622,1,65,20.375,0.239583333333,Sixteenth
706014,715742,1,68,20.5,0.239583333333,Sixteenth
716254,724958,1,72,20.75,0.239583333333,Sixteenth
724958,761310,1,54,21.0,0.989583333333,Quarter
724958,761310,1,45,21.0,0.989583333333,Quarter
724958,743902,1,72,21.0,0.489583333333,Eighth
744414,781278,1,63,21.5,0.989583333333,Quarter
744414,781278,41,60,21.5,0.989583333333,Quarter
761822,801246,1,46,22.0,0.989583333333,Quarter
761822,801246,1,55,22.0,0.989583333333,Quarter
781278,801246,41,58,22.5,0.489583333333,Eighth
781278,789470,1,65,22.5,0.239583333333,Sixteenth
785374,794590,1,63,22.625,0.239583333333,Sixteenth
789470,801246,1,62,22.75,0.239583333333,Sixteenth
794590,805854,1,63,22.875,0.239583333333,Sixteenth
801758,825310,41,56,23.0,0.489583333333,Eighth
801758,836062,1,67,23.0,0.739583333333,Dotted Eighth
801758,844766,1,46,23.0,0.989583333333,Quarter
801758,844766,1,62,23.0,0.989583333333,Quarter
801758,844766,1,34,23.0,0.989583333333,Quarter
825822,844766,41,58,23.5,0.489583333333,Eighth
836574,844766,1,65,23.75,0.239583333333,Sixteenth
845278,882142,41,55,24.0,0.989583333333,Quarter
845278,882142,1,63,24.0,0.989583333333,Quarter
845278,882142,1,39,24.0,0.989583333333,Quarter
882653,926686,1,51,25.0,0.989583333333,Quarter
927198,956382,41,67,26.0,0.989583333333,Quarter
956894,990174,1,34,27.0,0.989583333333,Quarter
956894,1012190,41,68,27.0,1.75,Dotted Quarter
967646,978910,1,53,27.3333333333,0.322916666667,Triplet
979422,990174,1,58,27.6666666667,0.322916666667,Triplet
990686,1019358,1,46,28.0,0.989583333333,Quarter
1000926,1009118,1,53,28.3333333333,0.322916666667,Triplet
1000926,1009118,1,50,28.3333333333,0.322916666667,Triplet
1009118,1019358,1,58,28.6666666667,0.322916666667,Triplet
1012190,1019869,41,65,28.75,0.25,Sixteenth
1019869,1043422,41,70,29.0,0.75,Dotted Eighth
1019869,1053150,1,44,29.0,0.989583333333,Quarter
1031134,1040862,1,50,29.3333333333,0.322916666667,Triplet
1031134,1040862,1,53,29.3333333333,0.322916666667,Triplet
1041374,1053150,1,58,29.6666666667,0.322916666667,Triplet
1043422,1053150,41,62,29.75,0.25,Sixteenth
1053150,1117150,41,63,30.0,1.98958333333,Half
1053150,1085918,1,43,30.0,0.989583333333,Quarter
1065438,1076702,1,55,30.3333333333,0.322916666667,Triplet
1065438,1076702,1,51,30.3333333333,0.322916666667,Triplet
