start_time,end_time,instrument,note,start_beat,end_beat,note_value
38878,254942,1,49,0.0104166666667,3.97916666667,Whole
38878,254942,1,37,0.0104166666667,3.97916666667,Whole
38878,88030,1,56,0.0104166666667,0.65625,Dotted Eighth
68062,110558,1,61,0.333333333333,0.65625,Dotted Eighth
88030,126430,1,64,0.666666666667,0.65625,Dotted Eighth
111070,143326,1,56,1.0,0.65625,Dotted Eighth
126430,160222,1,61,1.33333333333,0.65625,Dotted Eighth
143838,173534,1,64,1.66666666667,0.65625,Dotted Eighth
160734,190942,1,56,2.0,0.65625,Dotted Eighth
174046,203742,1,61,2.33333333333,0.65625,Dotted Eighth
191454,217566,1,64,2.66666666667,0.65625,Dotted Eighth
204254,237021,1,56,3.0,0.65625,Dotted Eighth
218077,254942,1,61,3.33333333333,0.65625,Dotted Eighth
237534,270302,1,64,3.66666666667,0.65625,Dotted Eighth
255454,449502,1,47,4.0,3.98958333333,Whole
255454,449502,1,35,4.0,3.98958333333,Whole
255454,287710,1,56,4.0,0.65625,Dotted Eighth
270814,302558,1,61,4.33333333333,0.65625,Dotted Eighth
288222,324062,1,64,4.66666666667,0.65625,Dotted Eighth
303070,339934,1,56,5.0,0.65625,Dotted Eighth
324062,355806,1,61,5.33333333333,0.65625,Dotted Eighth
340446,370141,1,64,5.66666666667,0.65625,Dotted Eighth
355806,384478,1,56,6.0,0.65625,Dotted Eighth
370654,399326,1,61,6.33333333333,0.65625,Dotted Eighth
384990,415198,1,64,6.66666666667,0.65625,Dotted Eighth
399326,432606,1,56,7.0,0.65625,Dotted Eighth
415198,449502,1,61,7.33333333333,0.65625,Dotted Eighth
433117,449502,1,64,7.66666666667,0.322916666667,Triplet
450014,545758,1,45,8.0,1.98958333333,Half
450014,545758,1,33,8.0,1.98958333333,Half
450014,479710,1,57,8.0,0.65625,Dotted Eighth
467422,497630,1,61,8.33333333333,0.65625,Dotted Eighth
480222,514014,1,64,8.66666666667,0.65625,Dotted Eighth
498142,529374,1,57,9.0,0.65625,Dotted Eighth
514526,545758,1,61,9.33333333333,0.65625,Dotted Eighth
529886,563678,1,64,9.66666666667,0.65625,Dotted Eighth
546270,580574,1,57,10.0,0.65625,Dotted Eighth
546270,648158,1,30,10.0,1.98958333333,Half
546270,648158,1,42,10.0,1.98958333333,Half
564190,596958,1,62,10.3333333333,0.65625,Dotted Eighth
581086,613854,1,66,10.6666666667,0.65625,Dotted Eighth
597470,629214,1,57,11.0,0.65625,Dotted Eighth
614366,648158,1,62,11.3333333333,0.65625,Dotted Eighth
629726,648158,1,66,11.6666666667,0.322916666667,Triplet
648670,751069,1,32,12.0,1.98958333333,Half
648670,683998,1,56,12.0,0.65625,Dotted Eighth
648670,751069,1,44,12.0,1.98958333333,Half
665054,701918,1,60,12.3333333333,0.65625,Dotted Eighth
684510,718814,1,66,12.6666666667,0.65625,Dotted Eighth
702430,736222,1,56,13.0,0.65625,Dotted Eighth
719838,751069,1,60,13.3333333333,0.65625,Dotted Eighth
736222,767965,1,66,13.6666666667,0.65625,Dotted Eighth
751582,786398,1,56,14.0,0.65625,Dotted Eighth
751582,862686,1,32,14.0,1.98958333333,Half
751582,862686,1,44,14.0,1.98958333333,Half
768478,802270,1,61,14.3333333333,0.65625,Dotted Eighth
786398,818654,1,63,14.6666666667,0.65625,Dotted Eighth
802782,839134,1,54,15.0,0.65625,Dotted Eighth
819166,862686,1,60,15.3333333333,0.65625,Dotted Eighth
839646,862686,1,63,15.6666666667,0.322916666667,Triplet
862686,898014,1,52,16.0,0.65625,Dotted Eighth
862686,1072606,1,37,16.0,3.98958333333,Whole
862686,1072606,1,44,16.0,3.98958333333,Whole
862686,1072606,1,49,16.0,3.98958333333,Whole
882142,916446,1,56,16.3333333333,0.65625,Dotted Eighth
898526,929758,1,61,16.6666666667,0.65625,Dotted Eighth
916958,947165,1,56,17.0,0.65625,Dotted Eighth
930269,961502,1,61,17.3333333333,0.65625,Dotted Eighth
947165,978398,1,64,17.6666666667,0.65625,Dotted Eighth
962014,996830,1,56,18.0,0.65625,Dotted Eighth
978910,1012190,1,61,18.3333333333,0.65625,Dotted Eighth
997341,1030110,1,64,18.6666666667,0.65625,Dotted Eighth
1012702,1048030,1,56,19.0,0.65625,Dotted Eighth
1012702,1052638,1,68,19.0,0.739583333333,Dotted Eighth
1030622,1072606,1,61,19.3333333333,0.65625,Dotted Eighth
1048542,1072606,1,64,19.6666666667,0.322916666667,Triplet
1053150,1072606,1,68,19.75,0.239583333333,Sixteenth
1073118,1222110,1,68,20.0,2.98958333333,Dotted Half
1073118,1281502,1,48,20.0,3.98958333333,Whole
1073118,1281502,1,44,20.0,3.98958333333,Whole
1073118,1281502,1,36,20.0,3.98958333333,Whole
1073118,1105886,1,56,20.0,0.65625,Dotted Eighth
1090014,1122782,1,63,20.3333333333,0.65625,Dotted Eighth
1106398,1138654,1,66,20.6666666667,0.65625,Dotted Eighth
1123294,1158622,1,56,21.0,0.65625,Dotted Eighth
1139166,1176542,1,63,21.3333333333,0.65625,Dotted Eighth
1159134,1192926,1,66,21.6666666667,0.65625,Dotted Eighth
1176542,1207262,1,56,22.0,0.65625,Dotted Eighth
1193438,1222110,1,63,22.3333333333,0.65625,Dotted Eighth
1207774,1241054,1,66,22.6666666667,0.65625,Dotted Eighth
1222622,1260510,1,56,23.0,0.65625,Dotted Eighth
1222622,1265118,1,68,23.0,0.739583333333,Dotted Eighth
1241566,1281502,1,63,23.3333333333,0.65625,Dotted Eighth
1261534,1281502,1,66,23.6666666667,0.322916666667,Triplet
1265630,1281502,1,68,23.75,0.239583333333,Sixteenth
1282526,1384414,1,37,24.0,1.98958333333,Half
1282526,1384414,1,68,24.0,1.98958333333,Half
1282526,1315294,1,56,24.0,0.65625,Dotted Eighth
1282526,1384414,1,49,24.0,1.98958333333,Half
1299934,1334750,1,61,24.3333333333,0.65625,Dotted Eighth
1316318,1351646,1,64,24.6666666667,0.65625,Dotted Eighth
1334750,1367518,1,56,25.0,0.65625,Dotted Eighth
1352158,1384414,1,61,25.3333333333,0.65625,Dotted Eighth
