start_time,end_time,instrument,note,start_beat,end_beat,note_value
1502,135646,1,72,0.0,1.95833333333,Eighth
1502,180190,1,64,0.0,2.95833333333,Dotted Eighth
1502,180190,1,36,0.0,2.95833333333,Dotted Eighth
1502,180190,1,43,0.0,2.95833333333,Dotted Eighth
136670,180190,1,67,2.0,0.958333333333,Sixteenth
181214,252894,1,64,3.0,2.9375,Dotted Eighth
181214,252894,1,43,3.0,2.9375,Dotted Eighth
181214,252894,1,36,3.0,2.9375,Dotted Eighth
181214,368606,1,67,3.0,5.9375,Dotted Quarter
254430,368606,1,65,6.0,2.9375,Dotted Eighth
254430,368606,1,43,6.0,2.9375,Dotted Eighth
254430,368606,1,38,6.0,2.9375,Dotted Eighth
369630,447966,1,62,9.0,2.9375,Dotted Eighth
369630,447966,1,43,9.0,2.9375,Dotted Eighth
369630,447966,1,36,9.0,2.9375,Dotted Eighth
369630,416734,1,74,9.0,1.9375,Eighth
419806,447966,1,67,11.0,0.9375,Sixteenth
449502,516062,1,62,12.0,2.95833333333,Dotted Eighth
449502,516062,1,43,12.0,2.95833333333,Dotted Eighth
449502,516062,1,35,12.0,2.95833333333,Dotted Eighth
449502,594398,1,67,12.0,5.95833333333,Dotted Quarter
517085,594398,1,64,15.0,2.95833333333,Dotted Eighth
517085,594398,1,43,15.0,2.95833333333,Dotted Eighth
517085,594398,1,36,15.0,2.95833333333,Dotted Eighth
595422,669150,1,65,18.0,2.95833333333,Dotted Eighth
595422,669150,1,67,18.0,2.95833333333,Dotted Eighth
595422,669150,1,43,18.0,2.95833333333,Dotted Eighth
595422,669150,1,38,18.0,2.95833333333,Dotted Eighth
669150,737245,1,67,21.0,2.9375,Dotted Eighth
669150,737758,1,43,21.0,2.95833333333,Dotted Eighth
669150,737758,1,40,21.0,2.95833333333,Dotted Eighth
738782,808926,1,76,24.0,2.95833333333,Dotted Eighth
738782,808926,1,64,24.0,2.95833333333,Dotted Eighth
738782,808926,1,43,24.0,2.95833333333,Dotted Eighth
738782,808926,1,36,24.0,2.95833333333,Dotted Eighth
809949,884702,1,72,27.0,2.95833333333,Dotted Eighth
809949,884702,1,67,27.0,2.95833333333,Dotted Eighth
809949,884702,1,43,27.0,2.95833333333,Dotted Eighth
809949,884702,1,40,27.0,2.95833333333,Dotted Eighth
885726,954334,1,72,30.0,2.95833333333,Dotted Eighth
885726,954334,1,64,30.0,2.95833333333,Dotted Eighth
885726,1074654,1,31,30.0,7.95833333333,Half
955357,1029086,1,71,33.0,2.95833333333,Dotted Eighth
955357,1029086,1,62,33.0,2.95833333333,Dotted Eighth
955357,1029086,1,43,33.0,2.95833333333,Dotted Eighth
1029598,1074654,1,43,36.0,1.95833333333,Eighth
1029598,1099742,1,71,36.0,2.95833333333,Dotted Eighth
1029598,1099742,1,67,36.0,2.95833333333,Dotted Eighth
1029598,1099742,1,62,36.0,2.95833333333,Dotted Eighth
1075166,1099742,1,41,38.0,0.958333333333,Sixteenth
1075166,1099742,1,29,38.0,0.958333333333,Sixteenth
1100766,1165790,1,72,39.0,2.95833333333,Dotted Eighth
1100766,1228766,1,67,39.0,5.95833333333,Dotted Quarter
1100766,1228766,1,40,39.0,5.95833333333,Dotted Quarter
1100766,1228766,1,28,39.0,5.95833333333,Dotted Quarter
1166814,1228766,1,76,42.0,2.95833333333,Dotted Eighth
1229790,1304542,1,79,45.0,2.95833333333,Dotted Eighth
1229790,1304542,1,67,45.0,2.95833333333,Dotted Eighth
1229790,1304542,1,40,45.0,2.95833333333,Dotted Eighth
1229790,1304542,1,28,45.0,2.95833333333,Dotted Eighth
1305566,1441758,1,69,48.0,5.95833333333,Dotted Quarter
1305566,1441758,1,38,48.0,5.95833333333,Dotted Quarter
1305566,1441758,1,26,48.0,5.95833333333,Dotted Quarter
1305566,1375198,1,79,48.0,2.95833333333,Dotted Eighth
1375198,1441758,1,77,51.0,2.95833333333,Dotted Eighth
1442782,1492446,1,74,54.0,1.95833333333,Eighth
1442782,1492446,1,69,54.0,1.95833333333,Eighth
1442782,1492446,1,41,54.0,1.95833333333,Eighth
1442782,1492446,1,29,54.0,1.95833333333,Eighth
1493470,1515998,1,72,56.0,0.958333333333,Sixteenth
1493470,1515998,1,69,56.0,0.958333333333,Sixteenth
1493470,1515998,1,62,56.0,0.958333333333,Sixteenth
1493470,1515998,1,42,56.0,0.958333333333,Sixteenth
1493470,1515998,1,30,56.0,0.958333333333,Sixteenth
1517022,1588702,1,71,57.0,2.95833333333,Dotted Eighth
1517022,1588702,1,67,57.0,2.95833333333,Dotted Eighth
1517022,1588702,1,62,57.0,2.95833333333,Dotted Eighth
1517022,1588702,1,43,57.0,2.95833333333,Dotted Eighth
1517022,1663454,1,31,57.0,5.95833333333,Dotted Quarter
1589726,1663454,1,72,60.0,2.95833333333,Dotted Eighth
1589726,1663454,1,67,60.0,2.95833333333,Dotted Eighth
1589726,1663454,1,60,60.0,2.95833333333,Dotted Eighth
1589726,1663454,1,45,60.0,2.95833333333,Dotted Eighth
1664477,1716702,1,74,63.0,1.95833333333,Eighth
1664477,1716702,1,67,63.0,1.95833333333,Eighth
1664477,1716702,1,62,63.0,1.95833333333,Eighth
1664477,1716702,1,47,63.0,1.95833333333,Eighth
1717726,1741278,1,67,65.0,0.958333333333,Sixteenth
1717726,1785822,1,62,65.0,2.95833333333,Dotted Eighth
1717726,1785822,1,47,65.0,2.95833333333,Dotted Eighth
1741790,1924062,1,67,66.0,5.95833333333,Dotted Quarter
1786334,1813982,1,62,68.0,0.958333333333,Sixteenth
1786334,1813982,1,47,68.0,0.958333333333,Sixteenth
1815006,1886174,1,60,69.0,1.95833333333,Eighth
1815006,1886174,1,64,69.0,1.95833333333,Eighth
1815006,1886174,1,48,69.0,1.95833333333,Eighth
1887198,1924062,1,65,71.0,0.958333333333,Sixteenth
1887198,1924062,1,59,71.0,0.958333333333,Sixteenth
1887198,1924062,1,50,71.0,0.958333333333,Sixteenth
1926622,1984478,1,72,72.0,1.95833333333,Eighth
1926622,2007006,1,64,72.0,2.95833333333,Dotted Eighth
1926622,2007006,1,43,72.0,2.95833333333,Dotted Eighth
1926622,2007006,1,36,72.0,2.95833333333,Dotted Eighth
1985502,2007006,1,67,74.0,0.958333333333,Sixteenth
2008030,2076638,1,64,75.0,2.9375,Dotted Eighth
2008030,2076638,1,43,75.0,2.9375,Dotted Eighth
2008030,2076638,1,36,75.0,2.9375,Dotted Eighth
2008030,2182110,1,67,75.0,5.9375,Dotted Quarter
2078173,2182110,1,65,78.0,2.9375,Dotted Eighth
2078173,2182110,1,43,78.0,2.9375,Dotted Eighth
2078173,2182110,1,38,78.0,2.9375,Dotted Eighth
2184670,2236382,1,74,81.0,1.9375,Eighth
2184670,2269662,1,62,81.0,2.9375,Dotted Eighth
2184670,2269662,1,43,81.0,2.9375,Dotted Eighth
2184670,2269662,1,36,81.0,2.9375,Dotted Eighth
2237918,2269662,1,67,83.0,0.9375,Sixteenth
2271198,2339806,1,62,84.0,2.95833333333,Dotted Eighth
2271198,2339806,1,43,84.0,2.95833333333,Dotted Eighth
2271198,2339806,1,35,84.0,2.95833333333,Dotted Eighth
2271198,2406366,1,67,84.0,5.95833333333,Dotted Quarter
2340830,2406366,1,64,87.0,2.95833333333,Dotted Eighth
2340830,2406366,1,43,87.0,2.95833333333,Dotted Eighth
2340830,2406366,1,36,87.0,2.95833333333,Dotted Eighth
2407902,2472926,1,65,90.0,2.95833333333,Dotted Eighth
2407902,2472926,1,67,90.0,2.95833333333,Dotted Eighth
2407902,2472926,1,43,90.0,2.95833333333,Dotted Eighth
2407902,2472926,1,38,90.0,2.95833333333,Dotted Eighth
2473438,2541534,1,67,93.0,2.9375,Dotted Eighth
2473438,2542046,1,43,93.0,2.95833333333,Dotted Eighth
2473438,2542046,1,40,93.0,2.95833333333,Dotted Eighth
2543070,2610654,1,76,96.0,2.95833333333,Dotted Eighth
2543070,2610654,1,64,96.0,2.95833333333,Dotted Eighth
2543070,2610654,1,43,96.0,2.95833333333,Dotted Eighth
2543070,2610654,1,36,96.0,2.95833333333,Dotted Eighth
2611678,2685406,1,72,99.0,2.95833333333,Dotted Eighth
2611678,2685406,1,67,99.0,2.95833333333,Dotted Eighth
2611678,2685406,1,43,99.0,2.95833333333,Dotted Eighth
2611678,2685406,1,40,99.0,2.95833333333,Dotted Eighth
2686430,2754014,1,72,102.0,2.95833333333,Dotted Eighth
2686430,2754014,1,64,102.0,2.95833333333,Dotted Eighth
2686430,2866142,1,31,102.0,7.95833333333,Half
2755038,2820062,1,71,105.0,2.95833333333,Dotted Eighth
2755038,2820062,1,62,105.0,2.95833333333,Dotted Eighth
2755038,2820062,1,43,105.0,2.95833333333,Dotted Eighth
2820574,2866142,1,43,108.0,1.95833333333,Eighth
2820574,2888670,1,71,108.0,2.95833333333,Dotted Eighth
2820574,2888670,1,67,108.0,2.95833333333,Dotted Eighth
2820574,2888670,1,62,108.0,2.95833333333,Dotted Eighth
2867678,2888670,1,41,110.0,0.958333333333,Sixteenth
2867678,2888670,1,29,110.0,0.958333333333,Sixteenth
2889694,2950622,1,72,111.0,2.95833333333,Dotted Eighth
2889694,3016670,1,67,111.0,5.95833333333,Dotted Quarter
2889694,3016670,1,40,111.0,5.95833333333,Dotted Quarter
2889694,3016670,1,28,111.0,5.95833333333,Dotted Quarter
2951646,3016670,1,76,114.0,2.95833333333,Dotted Eighth
3017694,3095518,1,79,117.0,2.95833333333,Dotted Eighth
3017694,3095518,1,67,117.0,2.95833333333,Dotted Eighth
3017694,3095518,1,40,117.0,2.95833333333,Dotted Eighth
3017694,3095518,1,28,117.0,2.95833333333,Dotted Eighth
3096542,3162590,1,79,120.0,2.95833333333,Dotted Eighth
3096542,3237342,1,69,120.0,5.95833333333,Dotted Quarter
3096542,3237342,1,38,120.0,5.95833333333,Dotted Quarter
3096542,3237342,1,26,120.0,5.95833333333,Dotted Quarter
3163102,3237342,1,77,123.0,2.95833333333,Dotted Eighth
3238365,3287518,1,74,126.0,1.95833333333,Eighth
3238365,3287518,1,69,126.0,1.95833333333,Eighth
3238365,3287518,1,41,126.0,1.95833333333,Eighth
3238365,3287518,1,29,126.0,1.95833333333,Eighth
3288542,3311070,1,72,128.0,0.958333333333,Sixteenth
3288542,3311070,1,69,128.0,0.958333333333,Sixteenth
3288542,3311070,1,62,128.0,0.958333333333,Sixteenth
3288542,3311070,1,42,128.0,0.958333333333,Sixteenth
3288542,3311070,1,30,128.0,0.958333333333,Sixteenth
3312094,3382238,1,71,129.0,2.95833333333,Dotted Eighth
