start_time,end_time,instrument,note,start_beat,end_beat,note_value
88030,155102,69,74,0.0,1.5,Dotted Quarter
88030,155102,71,58,0.0,1.5,Dotted Quarter
88030,155102,61,70,0.0,1.5,Dotted Quarter
88030,121310,72,77,0.0,0.75,Dotted Eighth
121310,133598,72,79,0.75,0.25,Sixteenth
133598,152542,72,77,1.0,0.4375,Eighth
155102,200669,72,77,1.5,0.99375,Quarter
155102,213982,69,72,1.5,1.3125,Tied Quarter-Sixteenth
155102,213982,61,65,1.5,1.3125,Tied Quarter-Sixteenth
155102,213982,71,57,1.5,1.3125,Tied Quarter-Sixteenth
200669,223709,72,77,2.5,0.46875,Eighth
224734,342494,61,58,3.0,2.625,Dotted Half
224734,271326,69,74,3.0,1.0,Quarter
224734,271326,72,77,3.0,1.0,Quarter
224734,271326,71,58,3.0,1.0,Quarter
271326,293854,71,53,4.0,0.4375,Eighth
271326,293854,72,74,4.0,0.4375,Eighth
271326,293854,69,70,4.0,0.4375,Eighth
296926,336350,69,65,4.5,1.0,Quarter
296926,336350,72,70,4.5,1.0,Quarter
296926,336350,71,50,4.5,1.0,Quarter
336350,358366,69,70,5.5,0.4375,Eighth
336350,358366,72,74,5.5,0.4375,Eighth
336350,358366,71,46,5.5,0.4375,Eighth
361438,404958,72,72,6.0,0.99375,Quarter
361438,430558,69,70,6.0,1.5,Dotted Quarter
361438,430558,71,51,6.0,1.5,Dotted Quarter
383454,404958,61,67,6.5,0.49375,Eighth
405470,428510,61,67,7.0,0.46875,Eighth
405470,428510,72,72,7.0,0.46875,Eighth
430558,493022,69,69,7.5,1.3125,Tied Quarter-Sixteenth
430558,442334,72,74,7.5,0.25,Sixteenth
430558,493022,71,53,7.5,1.3125,Tied Quarter-Sixteenth
442334,453086,72,72,7.75,0.25,Sixteenth
453086,473054,61,65,8.0,0.49375,Eighth
453086,463326,72,70,8.0,0.25,Sixteenth
463326,473054,72,69,8.25,0.25,Sixteenth
473054,499166,61,65,8.5,0.46875,Eighth
473054,488414,72,70,8.5,0.25,Sixteenth
488414,499166,72,72,8.75,0.21875,Sixteenth
500189,610270,61,65,9.0,2.375,Half
500189,520670,71,46,9.0,0.4375,Eighth
500189,522718,69,70,9.0,0.5,Eighth
500189,570334,72,74,9.0,1.5,Dotted Quarter
522718,544222,71,58,9.5,0.49375,Eighth
522718,541662,69,65,9.5,0.4375,Eighth
544734,553950,69,65,10.0,0.220833333333,Sixteenth
544734,569822,71,58,10.0,0.49375,Eighth
570334,581086,69,62,10.5,0.220833333333,Sixteenth
570334,589790,72,70,10.5,0.4375,Eighth
570334,593374,71,58,10.5,0.49375,Eighth
593886,603102,69,74,11.0,0.220833333333,Sixteenth
593886,619486,71,58,11.0,0.49375,Eighth
593886,619486,72,70,11.0,0.5,Eighth
619486,630750,69,74,11.5,0.220833333333,Sixteenth
619486,640478,72,79,11.5,0.4375,Eighth
619486,642526,71,58,11.5,0.46875,Eighth
643550,682974,69,72,12.0,0.875,Dotted Eighth
643550,665054,72,77,12.0,0.5,Eighth
643550,709085,71,57,12.0,1.5,Dotted Quarter
665054,685534,72,72,12.5,0.4375,Eighth
687582,698846,72,72,13.0,0.220833333333,Sixteenth
709085,769502,71,56,13.5,1.3125,Tied Quarter-Sixteenth
709085,750558,72,72,13.5,0.875,Dotted Eighth
729566,743902,69,72,14.0,0.220833333333,Sixteenth
756190,765918,69,70,14.5,0.220833333333,Sixteenth
756190,758238,72,75,14.5,0.05625,Sixty Fourth
758750,760286,72,74,14.5625,0.0625,Sixty Fourth
760286,764382,72,75,14.625,0.0625,Sixty Fourth
764382,767454,72,74,14.6875,0.0625,Sixty Fourth
767454,769502,72,75,14.75,0.0625,Sixty Fourth
769502,772574,72,74,14.8125,0.0625,Sixty Fourth
772574,777694,72,75,14.875,0.0625,Sixty Fourth
777694,780254,72,74,14.9375,0.0625,Sixty Fourth
780254,802270,72,75,15.0,0.5,Eighth
780254,819166,69,70,15.0,0.875,Dotted Eighth
780254,898014,71,55,15.0,2.625,Dotted Half
802270,822238,72,70,15.5,0.4375,Eighth
824286,834526,72,70,16.0,0.220833333333,Sixteenth
844766,888798,72,70,16.5,0.875,Dotted Eighth
871902,881118,69,70,17.0,0.220833333333,Sixteenth
892894,895454,72,74,17.5,0.0625,Sixty Fourth
892894,901598,69,69,17.5,0.220833333333,Sixteenth
895454,898014,72,73,17.5625,0.0625,Sixty Fourth
898014,900574,72,74,17.625,0.0625,Sixty Fourth
900574,902622,72,73,17.6875,0.0625,Sixty Fourth
902622,908766,72,74,17.75,0.0625,Sixty Fourth
908766,911838,72,73,17.8125,0.0625,Sixty Fourth
911838,914910,72,74,17.875,0.0625,Sixty Fourth
914910,917982,72,73,17.9375,0.0625,Sixty Fourth
917982,951774,69,69,18.0,0.75,Dotted Eighth
917982,951774,72,74,18.0,0.75,Dotted Eighth
917982,951774,71,53,18.0,0.75,Dotted Eighth
951774,963038,69,73,18.75,0.21875,Sixteenth
951774,963038,72,76,18.75,0.21875,Sixteenth
951774,963038,71,52,18.75,0.21875,Sixteenth
964062,974302,69,74,19.0,0.220833333333,Sixteenth
964062,974302,72,77,19.0,0.220833333333,Sixteenth
964062,974302,71,50,19.0,0.220833333333,Sixteenth
986077,1002462,72,77,19.5,0.25,Sixteenth
986077,1013214,69,67,19.5,0.5,Eighth
986077,1026526,71,45,19.5,0.875,Dotted Eighth
1002462,1011678,72,76,19.75,0.21875,Sixteenth
1013214,1031646,69,65,20.0,0.5,Eighth
1013214,1029086,72,74,20.0,0.4375,Eighth
1031646,1053662,71,45,20.5,0.4375,Eighth
1031646,1053662,72,73,20.5,0.4375,Eighth
1031646,1053662,69,64,20.5,0.4375,Eighth
1057758,1129950,61,67,21.0,1.5,Dotted Quarter
1057758,1129950,69,73,21.0,1.5,Dotted Quarter
1057758,1151454,71,38,21.0,1.9375,Half
1057758,1129950,72,76,21.0,1.5,Dotted Quarter
1129950,1151454,69,74,22.5,0.4375,Eighth
1129950,1151454,72,74,22.5,0.4375,Eighth
1129950,1151454,61,65,22.5,0.4375,Eighth
1154014,1166814,71,53,23.0,0.21875,Sixteenth
1154014,1166814,74,81,23.0,0.220833333333,Sixteenth
1167838,1172446,71,55,23.25,0.108333333333,Thirty Second
1178590,1183710,71,57,23.5,0.108333333333,Thirty Second
1178590,1188830,74,81,23.5,0.220833333333,Sixteenth
1189854,1194462,71,53,23.75,0.108333333333,Thirty Second
1200094,1212382,71,52,24.0,0.220833333333,Sixteenth
1200094,1222622,74,81,24.0,0.5,Eighth
1222622,1226718,71,52,24.5,0.108333333333,Thirty Second
1222622,1240542,74,73,24.5,0.4375,Eighth
1233374,1237470,71,53,24.75,0.108333333333,Thirty Second
1243102,1248222,71,55,25.0,0.108333333333,Thirty Second
1243102,1252318,74,73,25.0,0.220833333333,Sixteenth
1253854,1257950,71,52,25.25,0.108333333333,Thirty Second
1265118,1275870,71,49,25.5,0.220833333333,Sixteenth
1287134,1291742,71,49,26.0,0.108333333333,Thirty Second
1287134,1295838,74,76,26.0,0.220833333333,Sixteenth
1296862,1301470,71,50,26.25,0.108333333333,Thirty Second
1307614,1311710,71,52,26.5,0.108333333333,Thirty Second
1307614,1315806,74,79,26.5,0.220833333333,Sixteenth
1316830,1321438,71,49,26.75,0.108333333333,Thirty Second
1328094,1338334,71,50,27.0,0.220833333333,Sixteenth
1328094,1348574,74,79,27.0,0.5,Eighth
1348574,1352670,71,50,27.5,0.108333333333,Thirty Second
1348574,1358302,74,81,27.5,0.25,Sixteenth
1358302,1364958,71,52,27.75,0.108333333333,Thirty Second
1358302,1370590,74,79,27.75,0.25,Sixteenth
1370590,1375198,71,53,28.0,0.108333333333,Thirty Second
1370590,1379806,74,77,28.0,0.25,Sixteenth
1379806,1384926,71,55,28.25,0.108333333333,Thirty Second
1379806,1389534,74,76,28.25,0.21875,Sixteenth
1390558,1401822,74,77,28.5,0.220833333333,Sixteenth
1390558,1401822,71,57,28.5,0.220833333333,Sixteenth
1413086,1417182,72,69,29.0,0.108333333333,Thirty Second
1413086,1421790,69,84,29.0,0.220833333333,Sixteenth
1422814,1427934,72,70,29.25,0.108333333333,Thirty Second
1434589,1438686,72,72,29.5,0.108333333333,Thirty Second
1434589,1442270,69,84,29.5,0.220833333333,Sixteenth
1443294,1448414,72,69,29.75,0.108333333333,Thirty Second
1454558,1464798,72,67,30.0,0.220833333333,Sixteenth
1454558,1475550,69,84,30.0,0.5,Eighth
1454558,1641438,71,60,30.0,4.3125,Whole
1475550,1481694,72,67,30.5,0.108333333333,Thirty Second
1475550,1496541,69,76,30.5,0.4375,Eighth
1489374,1493982,72,69,30.75,0.108333333333,Thirty Second
1499102,1507805,69,76,31.0,0.220833333333,Sixteenth
1499102,1503198,72,70,31.0,0.108333333333,Thirty Second
1509342,1513437,72,67,31.25,0.108333333333,Thirty Second
1519069,1528286,72,64,31.5,0.220833333333,Sixteenth
1540062,1549790,69,79,32.0,0.220833333333,Sixteenth
1540062,1545182,72,64,32.0,0.108333333333,Thirty Second
1550814,1556446,72,65,32.25,0.108333333333,Thirty Second
1562078,1566686,72,67,32.5,0.108333333333,Thirty Second
1562078,1571806,69,82,32.5,0.220833333333,Sixteenth
1572830,1576926,72,64,32.75,0.108333333333,Thirty Second
1583582,1594334,72,65,33.0,0.220833333333,Sixteenth
1583582,1606110,69,82,33.0,0.5,Eighth
1606110,1615838,69,84,33.5,0.25,Sixteenth
1606110,1610206,72,65,33.5,0.108333333333,Thirty Second
1615838,1629150,69,82,33.75,0.25,Sixteenth
1615838,1623006,72,67,33.75,0.108333333333,Thirty Second
1629150,1633246,72,69,34.0,0.108333333333,Thirty Second
1629150,1638878,69,81,34.0,0.25,Sixteenth
1638878,1648094,69,79,34.25,0.21875,Sixteenth
1638878,1643486,72,70,34.25,0.108333333333,Thirty Second
1649118,1663965,69,81,34.5,0.220833333333,Sixteenth
1649118,1663965,72,72,34.5,0.220833333333,Sixteenth
1649118,1663965,71,53,34.5,0.220833333333,Sixteenth
1665502,1675741,74,77,34.75,0.25,Sixteenth
1675741,1686493,74,79,35.0,0.25,Sixteenth
1686493,1695198,74,81,35.25,0.25,Sixteenth
1695198,1706974,74,82,35.5,0.25,Sixteenth
