start_time,end_time,instrument,note,start_beat,end_beat,note_value
26589,32222,1,67,0.0,1.0,Sixteenth
26589,42462,1,55,0.0,3.0,Dotted Eighth
32222,37342,1,71,1.0,1.0,Sixteenth
37342,42462,1,74,2.0,1.0,Sixteenth
42462,47582,1,79,3.0,1.0,Sixteenth
42462,55774,1,43,3.0,3.0,Dotted Eighth
47582,51678,1,74,4.0,1.0,Sixteenth
51678,55774,1,71,5.0,1.0,Sixteenth
55774,61406,1,74,6.0,1.0,Sixteenth
61406,66526,1,71,7.0,1.0,Sixteenth
66526,70622,1,67,8.0,1.0,Sixteenth
70622,74718,1,71,9.0,1.0,Sixteenth
70622,85982,1,55,9.0,3.0,Dotted Eighth
74718,80350,1,67,10.0,1.0,Sixteenth
80350,85982,1,62,11.0,1.0,Sixteenth
85982,90078,1,64,12.0,1.0,Sixteenth
85982,100829,1,55,12.0,3.0,Dotted Eighth
90078,95198,1,67,13.0,1.0,Sixteenth
95198,100829,1,72,14.0,1.0,Sixteenth
100829,105950,1,76,15.0,1.0,Sixteenth
100829,114654,1,43,15.0,3.0,Dotted Eighth
105950,110558,1,72,16.0,1.0,Sixteenth
110558,114654,1,67,17.0,1.0,Sixteenth
114654,118750,1,72,18.0,1.0,Sixteenth
118750,124382,1,67,19.0,1.0,Sixteenth
124382,125918,1,64,20.0,1.0,Sixteenth
125918,131038,1,67,21.0,1.0,Sixteenth
125918,142302,1,55,21.0,3.0,Dotted Eighth
131038,137694,1,64,22.0,1.0,Sixteenth
137694,142302,1,60,23.0,1.0,Sixteenth
142302,147422,1,57,24.0,1.0,Sixteenth
142302,158174,1,55,24.0,3.0,Dotted Eighth
147422,153566,1,60,25.0,1.0,Sixteenth
153566,158174,1,66,26.0,1.0,Sixteenth
158174,172510,1,43,27.0,3.0,Dotted Eighth
158174,161246,1,69,27.0,1.0,Sixteenth
161246,166878,1,66,28.0,1.0,Sixteenth
166878,172510,1,60,29.0,1.0,Sixteenth
172510,175582,1,66,30.0,1.0,Sixteenth
175582,179677,1,60,31.0,1.0,Sixteenth
179677,184286,1,57,32.0,1.0,Sixteenth
184286,199134,1,55,33.0,3.0,Dotted Eighth
184286,188894,1,60,33.0,1.0,Sixteenth
188894,193502,1,57,34.0,1.0,Sixteenth
193502,199134,1,54,35.0,1.0,Sixteenth
199134,212958,1,55,36.0,3.0,Dotted Eighth
203742,207838,1,59,37.0,1.0,Sixteenth
207838,212958,1,62,38.0,1.0,Sixteenth
212958,216029,1,67,39.0,1.0,Sixteenth
212958,226270,1,43,39.0,3.0,Dotted Eighth
216029,221662,1,62,40.0,1.0,Sixteenth
