start_time,end_time,instrument,note,start_beat,end_beat,note_value
3038,42462,41,69,0.0,0.489583333333,Eighth
3038,130526,43,44,0.0,1.98958333333,Half
3038,42462,42,69,0.0,0.489583333333,Eighth
3038,42462,42,57,0.0,0.489583333333,Eighth
131038,256990,43,45,2.0,1.98958333333,Half
258526,369630,43,53,4.0,1.98958333333,Half
258526,369630,42,57,4.0,1.98958333333,Half
370141,493534,41,59,6.0,1.98958333333,Half
370141,493534,42,56,6.0,1.98958333333,Half
370141,493534,43,52,6.0,1.98958333333,Half
494046,605662,41,63,8.0,1.98958333333,Half
494046,605662,41,57,8.0,1.98958333333,Half
494046,605662,42,60,8.0,1.98958333333,Half
606174,722398,41,56,10.0,1.98958333333,Half
606174,722398,41,64,10.0,1.98958333333,Half
606174,722398,42,59,10.0,1.98958333333,Half
722910,848862,42,51,12.0,1.98958333333,Half
722910,848862,41,72,12.0,1.98958333333,Half
722910,848862,41,57,12.0,1.98958333333,Half
722910,848862,41,66,12.0,1.98958333333,Half
849374,971742,41,68,14.0,1.98958333333,Half
849374,971742,41,71,14.0,1.98958333333,Half
849374,971742,42,52,14.0,1.98958333333,Half
972253,1100766,41,80,16.0,1.98958333333,Half
972253,1100766,41,62,16.0,1.98958333333,Half
972253,1100766,42,71,16.0,1.98958333333,Half
972253,1100766,43,53,16.0,1.98958333333,Half
1101278,1218014,41,81,18.0,1.98958333333,Half
1101278,1218014,43,52,18.0,1.98958333333,Half
1101278,1218014,42,72,18.0,1.98958333333,Half
1101278,1218014,41,60,18.0,1.98958333333,Half
1218526,1329118,41,83,20.0,1.98958333333,Half
1218526,1329118,43,44,20.0,1.98958333333,Half
1218526,1329118,42,62,20.0,1.98958333333,Half
1218526,1329118,41,65,20.0,1.98958333333,Half
1330142,1474526,43,45,22.0,1.98958333333,Half
1330142,1474526,41,84,22.0,1.98958333333,Half
1330142,1474526,41,64,22.0,1.98958333333,Half
1330142,1474526,41,72,22.0,1.98958333333,Half
1330142,1474526,42,60,22.0,1.98958333333,Half
1475038,1602014,43,39,24.0,1.98958333333,Half
1475038,1602014,42,54,24.0,1.98958333333,Half
1475038,1602014,41,69,24.0,1.98958333333,Half
1475038,1602014,41,84,24.0,1.98958333333,Half
1602525,1735646,41,68,26.0,1.98958333333,Half
1602525,1735646,41,83,26.0,1.98958333333,Half
1602525,1735646,43,40,26.0,1.98958333333,Half
1602525,1735646,42,56,26.0,1.98958333333,Half
1736670,1795550,41,65,28.0,0.989583333333,Quarter
1736670,1856478,42,57,28.0,1.98958333333,Half
1736670,1856478,43,48,28.0,1.98958333333,Half
1736670,1856478,41,75,28.0,1.98958333333,Half
1795550,1856478,41,66,29.0,0.989583333333,Quarter
1856990,1929182,41,76,30.0,0.989583333333,Quarter
1856990,1929182,42,56,30.0,0.989583333333,Quarter
1856990,1929182,43,47,30.0,0.989583333333,Quarter
1856990,1929182,41,68,30.0,0.989583333333,Quarter
1929694,2014174,41,62,31.0,0.989583333333,Quarter
1929694,2014174,42,59,31.0,0.989583333333,Quarter
1929694,2014174,42,56,31.0,0.989583333333,Quarter
1929694,2014174,43,47,31.0,0.989583333333,Quarter
1929694,2014174,41,77,31.0,0.989583333333,Quarter
1929694,2014174,41,74,31.0,0.989583333333,Quarter
2015198,2021854,41,77,32.0,0.25,Sixteenth
2015198,2032606,41,62,32.0,0.739583333333,Dotted Eighth
2015198,2032606,41,74,32.0,0.739583333333,Dotted Eighth
2015198,2032606,42,53,32.0,0.739583333333,Dotted Eighth
2015198,2032606,42,55,32.0,0.739583333333,Dotted Eighth
2015198,2032606,43,47,32.0,0.739583333333,Dotted Eighth
2021854,2027997,41,76,32.25,0.25,Sixteenth
2027997,2032606,41,74,32.5,0.25,Sixteenth
2032606,2038238,41,77,32.75,0.25,Sixteenth
2038238,2041822,41,74,33.0,0.25,Sixteenth
2041822,2043870,41,72,33.25,0.25,Sixteenth
2043870,2047966,41,71,33.5,0.25,Sixteenth
2047966,2052062,41,74,33.75,0.25,Sixteenth
2052062,2056157,41,71,34.0,0.25,Sixteenth
2056157,2060254,41,69,34.25,0.25,Sixteenth
2060254,2063838,41,68,34.5,0.25,Sixteenth
2063838,2067934,41,71,34.75,0.25,Sixteenth
2067934,2073566,41,65,35.0,0.25,Sixteenth
2073566,2077150,41,64,35.25,0.25,Sixteenth
2077150,2081758,41,62,35.5,0.25,Sixteenth
2081758,2087390,41,65,35.75,0.25,Sixteenth
2087390,2090974,41,62,36.0,0.25,Sixteenth
2090974,2096606,41,60,36.25,0.25,Sixteenth
2096606,2102750,41,59,36.5,0.25,Sixteenth
2102750,2106334,41,62,36.75,0.25,Sixteenth
2106334,2111454,41,59,37.0,0.25,Sixteenth
2111454,2116574,41,57,37.25,0.25,Sixteenth
2116574,2121182,41,56,37.5,0.25,Sixteenth
2121182,2126814,41,59,37.75,0.25,Sixteenth
2126814,2133470,41,62,38.0,0.25,Sixteenth
2133470,2139102,41,68,38.25,0.25,Sixteenth
2139102,2147806,41,71,38.5,0.25,Sixteenth
2147806,2156510,41,74,38.75,0.25,Sixteenth
2156510,2186206,41,69,39.0,0.739583333333,Dotted Eighth
2156510,2174430,41,77,39.0,0.489583333333,Eighth
2156510,2186206,41,64,39.0,0.739583333333,Dotted Eighth
2156510,2186206,42,52,39.0,0.739583333333,Dotted Eighth
2156510,2186206,43,48,39.0,0.739583333333,Dotted Eighth
2174430,2197470,41,76,39.5,0.489583333333,Eighth
2197982,2344926,41,76,40.0,6.5,Unknown
2222558,2240990,43,69,41.0,0.75,Dotted Eighth
2240990,2246622,43,71,41.75,0.25,Sixteenth
2246622,2266078,43,72,42.0,0.989583333333,Quarter
2266590,2277342,43,71,43.0,0.75,Dotted Eighth
2277342,2283486,43,69,43.75,0.239583333333,Sixteenth
2283998,2308574,43,69,44.0,0.989583333333,Quarter
2308574,2381278,43,68,45.0,2.98958333333,Dotted Half
2344926,2357214,41,75,46.5,0.5,Eighth
2357214,2381278,41,56,47.0,0.989583333333,Quarter
2357214,2381278,42,52,47.0,0.989583333333,Quarter
2357214,2364894,41,74,47.0,0.333333333333,Triplet
2364894,2373086,41,72,47.3333333333,0.333333333333,Triplet
2373086,2381278,41,71,47.6666666667,0.322916666667,Triplet
2381278,2404318,41,71,48.0,0.989583333333,Quarter
2381278,2471902,42,53,48.0,3.98958333333,Whole
2381278,2425822,41,57,48.0,1.98958333333,Half
2404318,2420190,41,69,49.0,0.75,Dotted Eighth
2420190,2426334,41,71,49.75,0.25,Sixteenth
2426334,2446302,41,72,50.0,0.989583333333,Quarter
2426334,2471902,41,63,50.0,1.98958333333,Half
2446302,2465246,41,71,51.0,0.75,Dotted Eighth
2465246,2471902,41,69,51.75,0.239583333333,Sixteenth
2471902,2496990,41,69,52.0,0.989583333333,Quarter
2471902,2562526,41,59,52.0,3.98958333333,Whole
2471902,2562526,42,52,52.0,3.98958333333,Whole
2497502,2539486,41,68,53.0,1.98958333333,Half
2539486,2556382,41,65,55.0,0.75,Dotted Eighth
2556382,2562526,41,64,55.75,0.239583333333,Sixteenth
2563038,2646494,41,62,56.0,3.98958333333,Whole
2563038,2646494,41,59,56.0,3.98958333333,Whole
2563038,2585054,41,64,56.0,0.989583333333,Quarter
2563038,2646494,43,44,56.0,3.98958333333,Whole
2563038,2669534,42,52,56.0,4.98958333333,Unknown
2585566,2600414,41,65,57.0,0.75,Dotted Eighth
2600414,2605022,41,64,57.75,0.239583333333,Sixteenth
2605022,2624990,41,64,58.0,0.989583333333,Quarter
2625502,2640862,41,74,59.0,0.75,Dotted Eighth
2640862,2647006,41,71,59.75,0.25,Sixteenth
2647006,2669534,41,74,60.0,0.989583333333,Quarter
2647006,2718174,43,45,60.0,2.98958333333,Dotted Half
2647006,2718174,41,60,60.0,2.98958333333,Dotted Half
2669534,2718174,41,72,61.0,1.98958333333,Half
2669534,2690014,42,59,61.0,0.75,Dotted Eighth
2690014,2695134,42,56,61.75,0.25,Sixteenth
2695134,2718174,42,59,62.0,0.989583333333,Quarter
2718686,2761694,42,57,63.0,1.98958333333,Half
2718686,2741214,43,47,63.0,0.989583333333,Quarter
2718686,2735070,41,77,63.0,0.75,Dotted Eighth
2735070,2741214,41,75,63.75,0.25,Sixteenth
2741214,2761694,41,77,64.0,0.989583333333,Quarter
2741214,2761694,43,48,64.0,0.989583333333,Quarter
2762206,2798046,43,60,65.0,1.98958333333,Half
2762206,2798046,41,76,65.0,1.98958333333,Half
2762206,2798046,42,64,65.0,1.98958333333,Half
2762206,2773982,41,70,65.0,0.75,Dotted Eighth
2773982,2779614,41,68,65.75,0.25,Sixteenth
2779614,2798046,41,70,66.0,0.989583333333,Quarter
2798046,2819550,43,60,67.0,0.989583333333,Quarter
2798046,2813406,41,81,67.0,0.75,Dotted Eighth
2798046,2819550,41,69,67.0,0.989583333333,Quarter
2798046,2819550,42,64,67.0,0.989583333333,Quarter
2813406,2820062,41,76,67.75,0.25,Sixteenth
2820062,2875870,43,62,68.0,2.98958333333,Dotted Half
2820062,2841054,41,79,68.0,0.989583333333,Quarter
2841054,2870238,41,77,69.0,1.75,Half
2841054,2851806,41,69,69.0,0.75,Dotted Eighth
2851806,2857950,41,64,69.75,0.25,Sixteenth
2857950,2875870,41,67,70.0,0.989583333333,Quarter
2870238,2875870,41,74,70.75,0.239583333333,Sixteenth
2876382,2922462,42,62,71.0,1.98958333333,Half
2876382,2894814,41,74,71.0,0.75,Dotted Eighth
2876382,2894814,43,62,71.0,0.75,Dotted Eighth
2876382,2922462,41,65,71.0,1.98958333333,Half
2876382,2922462,42,58,71.0,1.98958333333,Half
2894814,2900446,41,70,71.75,0.239583333333,Sixteenth
2894814,2900446,43,58,71.75,0.239583333333,Sixteenth
2900446,2918366,43,58,72.0,0.75,Dotted Eighth
2900446,2918366,41,70,72.0,0.75,Dotted Eighth
2918366,2922462,43,53,72.75,0.239583333333,Sixteenth
2918366,2922462,41,65,72.75,0.239583333333,Sixteenth
2922462,2935774,43,53,73.0,0.75,Dotted Eighth
2922462,2935774,42,53,73.0,0.75,Dotted Eighth
2922462,2935774,41,65,73.0,0.75,Dotted Eighth
2935774,2940382,43,50,73.75,0.239583333333,Sixteenth
2935774,2940382,42,50,73.75,0.239583333333,Sixteenth
2935774,2940382,41,62,73.75,0.239583333333,Sixteenth
2940894,2956254,42,50,74.0,0.75,Dotted Eighth
2940894,2956254,43,50,74.0,0.75,Dotted Eighth
2940894,2956254,41,62,74.0,0.75,Dotted Eighth
2956254,2961374,41,58,74.75,0.239583333333,Sixteenth
2956254,2961374,42,58,74.75,0.239583333333,Sixteenth
2956254,2961374,43,46,74.75,0.239583333333,Sixteenth
2961886,2977246,43,46,75.0,0.75,Dotted Eighth
2961886,2977246,41,58,75.0,0.75,Dotted Eighth
2961886,2977246,42,58,75.0,0.75,Dotted Eighth
2977246,2983390,43,45,75.75,0.239583333333,Sixteenth
2977246,2983390,41,57,75.75,0.239583333333,Sixteenth
2977246,2983390,42,57,75.75,0.239583333333,Sixteenth
2983390,2996702,41,56,76.0,0.666666666667,Dotted Eighth
2983390,2996702,43,44,76.0,0.666666666667,Dotted Eighth
2983390,2996702,42,56,76.0,0.666666666667,Dotted Eighth
3002846,3018718,41,73,77.0,0.666666666667,Dotted Eighth
3002846,3018718,42,55,77.0,0.666666666667,Dotted Eighth
3002846,3018718,43,43,77.0,0.666666666667,Dotted Eighth
3002846,3018718,41,57,77.0,0.666666666667,Dotted Eighth
3002846,3018718,41,76,77.0,0.666666666667,Dotted Eighth
3026397,3044318,42,54,78.0,0.666666666667,Dotted Eighth
3026397,3044318,41,69,78.0,0.666666666667,Dotted Eighth
3026397,3044318,41,74,78.0,0.666666666667,Dotted Eighth
3026397,3044318,43,42,78.0,0.666666666667,Dotted Eighth
3053022,3071966,43,41,79.0,0.666666666667,Dotted Eighth
3053022,3066334,41,81,79.0,0.489583333333,Eighth
3053022,3071966,41,63,79.0,0.666666666667,Dotted Eighth
3053022,3071966,41,69,79.0,0.666666666667,Dotted Eighth
3053022,3071966,42,53,79.0,0.666666666667,Dotted Eighth
3053022,3071966,42,57,79.0,0.666666666667,Dotted Eighth
3066846,3088862,41,83,79.5,0.489583333333,Eighth
3089886,3143645,41,84,80.0,0.989583333333,Quarter
3089886,3295198,41,64,80.0,3.98958333333,Whole
3089886,3295198,41,60,80.0,3.98958333333,Whole
3089886,3295198,43,40,80.0,3.98958333333,Whole
3089886,3295198,42,57,80.0,3.98958333333,Whole
3144158,3190238,41,76,81.0,0.989583333333,Quarter
3191262,3236830,41,81,82.0,0.989583333333,Quarter
3237342,3260382,41,76,83.0,0.489583333333,Eighth
3260893,3295198,41,72,83.5,0.489583333333,Eighth
3295710,3319774,41,64,84.0,0.989583333333,Quarter
3295710,3319774,43,52,84.0,0.989583333333,Quarter
3295710,3319774,42,56,84.0,0.989583333333,Quarter
3295710,3303390,41,71,84.0,0.25,Sixteenth
3303390,3309534,41,69,84.25,0.25,Sixteenth
3309534,3315166,41,68,84.5,0.25,Sixteenth
3315166,3320286,41,71,84.75,0.25,Sixteenth
3320286,3324894,41,65,85.0,0.25,Sixteenth
3324894,3329502,41,64,85.25,0.25,Sixteenth
3329502,3334622,41,62,85.5,0.25,Sixteenth
3334622,3339741,41,65,85.75,0.25,Sixteenth
3339741,3348958,41,62,86.0,0.25,Sixteenth
3348958,3354078,41,60,86.25,0.25,Sixteenth
3354078,3358686,41,59,86.5,0.25,Sixteenth
3358686,3363806,41,62,86.75,0.25,Sixteenth
3363806,3368926,41,65,87.0,0.25,Sixteenth
3368926,3373533,41,68,87.25,0.25,Sixteenth
3373533,3378654,41,71,87.5,0.25,Sixteenth
3378654,3384797,41,74,87.75,0.25,Sixteenth
3384797,3464158,41,77,88.0,3.98958333333,Whole
3402718,3419102,41,57,89.0,0.75,Dotted Eighth
3402718,3419102,43,45,89.0,0.75,Dotted Eighth
3419102,3425246,41,59,89.75,0.25,Sixteenth
3419102,3425246,43,47,89.75,0.25,Sixteenth
3425246,3447774,43,48,90.0,0.989583333333,Quarter
3425246,3447774,41,60,90.0,0.989583333333,Quarter
3448286,3461086,43,47,91.0,0.75,Dotted Eighth
3448286,3461086,41,59,91.0,0.75,Dotted Eighth
3461086,3464158,41,57,91.75,0.239583333333,Sixteenth
3461086,3464158,43,45,91.75,0.239583333333,Sixteenth
3464158,3487710,43,45,92.0,0.989583333333,Quarter
3464158,3542494,41,76,92.0,3.98958333333,Whole
