start_time,end_time,instrument,note,start_beat,end_beat,note_value
15838,51166,1,76,0.0,0.921875,Half
15838,24542,1,68,0.0,0.234375,Eighth
25054,33758,1,71,0.25,0.234375,Eighth
34270,43486,1,68,0.5,0.234375,Eighth
43998,53214,1,71,0.75,0.234375,Eighth
53725,62430,1,68,1.0,0.234375,Eighth
53725,62430,1,81,1.0,0.234375,Eighth
62430,70110,1,80,1.25,0.234375,Eighth
62430,70110,1,71,1.25,0.234375,Eighth
70622,79326,1,78,1.5,0.234375,Eighth
70622,79326,1,68,1.5,0.234375,Eighth
79838,88542,1,76,1.75,0.234375,Eighth
79838,88542,1,71,1.75,0.234375,Eighth
89054,96734,1,78,2.0,0.234375,Eighth
89054,96734,1,69,2.0,0.234375,Eighth
97246,106462,1,76,2.25,0.234375,Eighth
97246,106462,1,71,2.25,0.234375,Eighth
106974,115165,1,75,2.5,0.234375,Eighth
106974,115165,1,69,2.5,0.234375,Eighth
116190,122845,1,76,2.75,0.234375,Eighth
116190,122845,1,71,2.75,0.234375,Eighth
123358,139230,1,75,3.0,0.463541666667,Quarter
123358,131550,1,69,3.0,0.234375,Eighth
132574,140254,1,71,3.25,0.234375,Eighth
140766,147934,1,69,3.5,0.234375,Eighth
148446,156638,1,71,3.75,0.234375,Eighth
157150,189918,1,78,4.0,0.921875,Half
157150,166878,1,69,4.0,0.234375,Eighth
167390,176606,1,71,4.25,0.234375,Eighth
177118,184798,1,69,4.5,0.234375,Eighth
185310,190942,1,71,4.75,0.234375,Eighth
191454,200158,1,83,5.0,0.234375,Eighth
191454,200158,1,69,5.0,0.234375,Eighth
200669,207326,1,81,5.25,0.234375,Eighth
200669,207326,1,71,5.25,0.234375,Eighth
208349,216542,1,80,5.5,0.234375,Eighth
208349,216542,1,69,5.5,0.234375,Eighth
217054,224222,1,71,5.75,0.234375,Eighth
217054,224222,1,78,5.75,0.234375,Eighth
224734,233438,1,83,6.0,0.234375,Eighth
224734,233438,1,68,6.0,0.234375,Eighth
233950,242142,1,80,6.25,0.234375,Eighth
233950,242142,1,71,6.25,0.234375,Eighth
242654,251358,1,81,6.5,0.234375,Eighth
242654,251358,1,68,6.5,0.234375,Eighth
251870,260061,1,78,6.75,0.234375,Eighth
251870,260061,1,71,6.75,0.234375,Eighth
260574,276958,1,76,7.0,0.463541666667,Quarter
260574,268766,1,68,7.0,0.234375,Eighth
269278,277470,1,71,7.25,0.234375,Eighth
277982,286686,1,68,7.5,0.234375,Eighth
287198,293854,1,71,7.75,0.234375,Eighth
294878,322526,1,83,8.0,0.75,Dotted Quarter
294878,302558,1,68,8.0,0.234375,Eighth
303582,312286,1,71,8.25,0.234375,Eighth
312798,321502,1,66,8.5,0.234375,Eighth
322526,330718,1,82,8.75,0.234375,Eighth
322526,330718,1,71,8.75,0.234375,Eighth
331230,339422,1,81,9.0,0.234375,Eighth
331230,339422,1,63,9.0,0.234375,Eighth
339934,348126,1,78,9.25,0.234375,Eighth
339934,348126,1,71,9.25,0.234375,Eighth
348638,356318,1,75,9.5,0.234375,Eighth
356830,364509,1,71,9.75,0.234375,Eighth
365022,392158,1,83,10.0,0.75,Dotted Quarter
365022,374238,1,68,10.0,0.234375,Eighth
374750,383966,1,71,10.25,0.234375,Eighth
384478,391646,1,66,10.5,0.234375,Eighth
392158,400861,1,82,10.75,0.234375,Eighth
392158,400861,1,71,10.75,0.234375,Eighth
401374,408542,1,63,11.0,0.234375,Eighth
401374,408542,1,81,11.0,0.234375,Eighth
409054,418270,1,78,11.25,0.234375,Eighth
409054,418270,1,71,11.25,0.234375,Eighth
419294,425438,1,75,11.5,0.234375,Eighth
425950,433630,1,71,11.75,0.234375,Eighth
434654,443358,1,83,12.0,0.234375,Eighth
434654,443358,1,68,12.0,0.234375,Eighth
443870,451038,1,80,12.25,0.234375,Eighth
443870,451038,1,71,12.25,0.234375,Eighth
451550,459741,1,85,12.5,0.234375,Eighth
451550,459741,1,64,12.5,0.234375,Eighth
460254,467422,1,83,12.75,0.234375,Eighth
460254,467422,1,68,12.75,0.234375,Eighth
